title,content,url,source,category,scraped_at
"Diisukan Pindah ke Barca atau PSG, Ini Jawaban Julian Alvarez","Julian Alvarezrumornya bakal pindah keBarcelonaatau kePSGdi musim panas mendatang. Siap cabut atau masih mau lanjut diAtletico Madrid,Alvarez? Julian Alvarez baru gabung di musim panas 2024 kemarin. Di musim debutnya, sang striker yang langganan juara bersama Manchester City gagal raih trofi.  SCROLL TO CONTINUE WITH CONTENT Julian Alvarezkini diminati olehBarcelonadanPSGpada bursa transfer musim panas 2026 mendatang. Barcelona butuh penerus Robert Lewandowski, sementara PSG mau memperkuat lini serangnya. ""Ya itu benar, ada ketertarikan dari PSG dan sudah berdiskusi dengan agen saya. Tapi (transfer) itu tidak terjadi,"" jelasnya dilansir dariTribuna. ""Apa saya membayangkan berseragam Barcelona atau PSG musim depan? Jujur saja saya tidak tahu. Saat ini saya fokus bersama Atletico, kita lihat saja di akhir musim ini,"" sambungnya.  Atletico Madrid membeliJulian Alvarezdari Manchester City seharga 75 juta Euro atau setara Rp 1,4 triliun. Pemain berusia 25 tahun itu dikontrak sampai musim panas 2030. Nilai pasar Alvarez ada di angka 100 juta Euro atau setara nyaris Rp 2 triliun. Apa Atletico sudi melepasnya?",,Detik,liga_spanyol,
"Madrid Vs Valencia: Mbappe Brace, El Real Menang 4-0","Real Madridmenang 4-0 atasValenciadi kandang.Kylian Mbappebikin brace pada laga ini. Real Madrid menghadapi Valencia pada laga lanjutan LaLiga di Santiago Bernabeu, Minggu (2/11/2025).Jude Bellingham mencoba mengancam di awal laga. Namun, tembakannya dari sudut sempit masih bisa dibendung Julen Agirrezabala. Madrid mendapatkan hadiah penalti di menit ke-18. Wasit menunjuk titik putih usai Kylian Mbappe yang berusaha menjangkau sepak pojok ditarik oleh Diego Lopez. SCROLL TO CONTINUE WITH CONTENT Mbappe yang maju sebagai eksekutor menjalankan tugasnya dengan baik. Sepakannya ke arah kiri mengecoh Agirrezabala. El Real menggandakan keunggulan pada menit ke-31. Arda Guler terbebas di sisi kiri.  Guler mengirim umpan silang yang bisa dituntaskan Mbappe dengan sepaka voli. Mbappe bikin brace bawa Los Blancos unggul 2-0. Pada menit ke-42, Madrid kembali dapat penalti. Penalti diberikan usai Thierry Correra mengadang Alvaro Carreras. Vinicius Jr kali ini yang menendang penalti. Sepakan penalti Vinicius ke arah kanan bisa ditepis oleh Agirrezabala. Dua menit setelah kegagalan penalti ini, Madrid bisa bikin gol ketiga. Jude Bellingham beraksi di sisi kiri pertahanan Valencia. Ia bisa berkelit melewati hadangan pemain lawan. Pemain asal Inggris ini lalu melepas tembakan dari tepi kotak penalti yang menghujam pojok kiri gawang Valencia. Skor 3-0 untuk Madrid bertahan hingga babak pertama tuntas. Selepas jeda, Madrid menambah satu gol. Gol keempat Madrid lahir di menit ke-82. Alavaro Carreras menerobos lini belakang Valencia di sisi kiri. Ia melepas sepakan keras ke pojok kiri gawang yang tak terbendung Agirrezabala. Madrid menang 4-0. Kemenangan ini bikin tuan rumah semakin kukuh di puncak klasemen LaLiga. Madrid di urutan teratas dengan 30 poin. Sementara, Valencia terbenam di peringkat ke-18 dengan baru meraih sembilan poin. Susunan Pemain Real Madrid:Courtois, Fede Valverde, Militao, Huijsen, Carreras, Tchouameni, Arda Güler, Bellingham, Mastantuono, Vinicius, Mbappé. Valencia:Agirrezabala, Thierry, Tarrega, Copete, Gaya, Pepelu, Guerra, Rioja, Lopez, Beltran, Danjuma. ",,Detik,liga_spanyol,
"Rumor Terliar Real Madrid: Vinicius Out, Erling Haaland In","Muncul rumor tergila dariReal Madrid.Madrid siap jualVinicius Jrlalu beli Erling Haaland. Akankah kejadian? Dirangkum dari media-media Spanyol, belum ada kata sepakat soal perpanjangan kontrak antaraVinicius JrdanReal Madrid.Kontrak sang winger akan habis di musim panas 2027.  SCROLL TO CONTINUE WITH CONTENT Vinicius Jrsudah beberapa kali ngomel-ngomel ketika diganti pemain lain saat pertandingan. Hubungannya dengan pelatih Xabi Alonso diyakini belum sepenuhnya membaik. Real Madrid butuh pemain berusia 25 tahun itu buru-buru teken kontrak baru. Tapi masalah kenaikan gaji yang diminta Vini, dinilai memberatkan pihak klub. Los Blancos akan ambil langkah tegas. Jika Vini belum juga perpanjangan kontrak pada musim dingin Januari 2026 nanti maka siap-siap dijual. Kabarnya, Madrid akan buka harga mulai dari 200 juta Euro atau setara Rp 3,8 triliun!  Rumor lain menyebut,Real MadridmemantauErling Haaland.Madrid punya mimpi duetkan Mbappe-Haaland di lini serang! Haaland merupakan sosok pemain 'nomor 9' alias penyerang tengah. Andai Haaland datang, maka dirinya akan disokong oleh Kylian Mbappe atau Guler/Mastantuono di kanan-kirinya. Haaland gosipnya tertarik pindah ke Madrid. Namun tentu, Madrid butuh modal besar untuk mendapatkannya.  Erling Haalandmasih punya kontra sampai musim panas 2034 di Manchester City. Nilai pasarnya ada di angka 180 juta Euro atau setara Rp 3,4 triliun dan City enggan melepasnya. Andai Vinicius laku dengan harga yang Real Madrid mau, maka Madrid punya modal buat angkut Haaland. Akankah rumor ini kejadian nanti?",,Detik,liga_spanyol,
Lamine Yamal Belum Bugar 100 Persen,"PemainBarcelonaLamine Yamalmejan saat melawan Real Madrid di Liga Spanyol. Pemain berusia 18 tahun itu dinilai belum bugar. Barcelona kalah 1-2 dalam laga El Clasico di Stadio Santiago Bernabeu, Madrid, pada akhir pekan lalu. Gawang Los Cules dibobol oleh Madrid via Kylian Mbappe dan Jude Bellingham, membalas sekali dengan gol Fermin Lopez. Dalam laga melawan Madrid, Yamal tak bisa memberi banyak kontribusi. Dia bermain penuh, cuma membukukan dua shot dan tak ada yang tepat sasaran. SCROLL TO CONTINUE WITH CONTENT  Asisten pelatih Barcelona, Marcus Sorg, menegaskan bahwaYamalbelum fit 100 persen setelah pulih dari cedera tulang kemaluan. ""Dia baru pulih dari cedera. Dia membutuhkan ritme, pertandingan...Itu wajar,"" kata Sorg di Dario As. ""Dia baru berusia 18 tahun dan anda harus memberinya waktu dan membantu dia. Itu wajar, lawan mencoba segalanya melawan dia dan mencoba bertahan dengan baik, mereka beradaptasi. Kami harus bekerja lebih keras dan membantu mereka untuk bisa mendapatkan versi terbaik di atas lapangan,"" kata dia menambahkan.  Di musim ini,Yamalsudah delapan kali bermain untuk Barcelona di semua ajang. Dia mampu mencatatkan tiga gol dan lima assist. Sebelum El Clasico, Yamal melontarkan psywar ke Madrid. Dia mendapat teguran dari Rafinha karena membuat pemain El Real lebih termotivasi. ",,Detik,liga_spanyol,
Jude Bellingham Telah Kembali,"BintangReal MadridJude Bellinghamresmi keluar dari krisis. Bellingham kembali berkontribusi ketika Madrid menggasak Valencia 4-0 tadi malam. Bellingham mengalami kesulitan setelah pulih dari cedera bahu, yang memaksanya melewatkan empat pertandingan di awal 2025/2026. Gelandang internasional Inggris itu lantas cuma sekali jadi starter dalam lima pertandingan Madrid.  SCROLL TO CONTINUE WITH CONTENT Meski begitu, Bellingham tampil impresif dalam kemenangan tipis Madrid di markas Getafe 1-0 meski tidak mencetak gol. Sampai akhirnya Bellingham membuka rekening golnya untuk memenangkanLos Blancosatas Juventus 1-0 di pertandingan Liga Champions. Jude Bellinghamlantas menyumbang satu gol dan satu assist yang mengantarReal Madridmengalahkan Barcelona 2-1, sebelum mencetak satu gol ke gawang Valencia. Dengan demikian, Bellingham sudah mengemas tiga gol dan satu assist dalam tiga penampilan terakhirnya.  ""Posisi Jude itu satu hal, tapi apa yang terjadi sebelum kami menemukan dia itu hal yang lain. Banyak hal harus terjadi untuk menempatkan dia di posisi-posisi yang efektif. Hari ini ketika dia mencetak golnya, Jude berada di posisi yang sangat bagus,"" ungkap pelatih Madrid Xabi Alonso. Bellingham akan mencoba kembali ke bentuk terbaiknya di musim ini. Setelah mengemas 23 gol dan 13 assist di musim debutnya,Bellinghammenciptakan 15 gol dan 15 assist di musim lalu.Real Madridakan membutuhkan kontribusi Bellingham lainnya saat menantang Liverpool di Anfield pada matchday 4 Liga Champions, tengah pekan nanti.",,Detik,liga_spanyol,
"Tak Disebut dalam Permintaan Maaf Vini, Alonso: Masalah Sudah Selesai!","Permintaan maafVinicius Juniorjustru menguatkan dugaan adanya ketegangan denganXabi Alonso. Namun, Alonso menegaskan masalah dengan Vinicius sudah selesai. Winger topReal Madriditu mengucapkan permintaan maaf secara terbuka, setelah bereaksi tidak pantas saat diganti di tengah El Clasico, akhir pekan lalu. Vinicius mengomel, mencak-mencak pada Alonso, sembari berjalan langsung ke lorong pemain Stadion Santiago Bernabeu. Padahal, Vinicius seharusnya duduk di bangku cadangan Madrid.  SCROLL TO CONTINUE WITH CONTENT Usai menerima berbagai kritik,Vinicius Juniorakhirnya meminta maaf kepada seluruh komponenLos Blancos.Meski demikian, ada kontroversi lain yang mencuat. Bintang sepakbola Brasil itu sama sekali tidak menyebut namaXabi Alonso. Alonso kemudian menjelaskan bahwa dirinya sudah bertemu dengan pesepakbola berusia 25 tahun ini. Mantan pemain Madrid, Liverpool, dan Bayern Munich itu mengaku tidak ada masalah dengan permintaan maaf Vinicius.  ""Pada hari Rabu setelah dua hari libur, kami menggelar pertemuan dengan semua pemain. Vini melakukan tindakan yang bagus, sempurna. Dia bicara dari hati, dengan ketulusan. Saya sangat puas, dan bagi saya, dari saat itu masalahnya selesai,"" ujar pelatihReal Madridini. ""Bagi saya, itu adalah pernyataan yang sangat berharga dan positif. Vini menunjukkan kejujurannya, dia bicara dari hati, apa arti klub ini buat dia,"" sambungXabi AlonsodikutipESPN.""Bagi saya, yang penting adalah apa yang dia katakan kepada rekan-rekan setimnya, fans, dan klub. Saya toh sangat puas dan sejak hari Rabu, masalahnya sudah selesai dan kami sekarang memikirkan tentang apa selanjutnya,"" lugasentrenadorberusia 43 tahun itu.",,Detik,liga_spanyol,
"Cedera Tulang Kemaluan, Lamine Yamal Belum Mau Operasi","Lamine Yamaldibayangi cedera pubis alias cedera tulang kemaluan yang ganggu performanya. Namun sang winger belum mau naik meja operasi! Cedera pubis adalah peradangan yang terjadi pada sendi di antara tulang kemaluan kiri dan kanan. Cedera itu sudah diderita Lamine Yamal sejak awal musim ini.  SCROLL TO CONTINUE WITH CONTENT Barcelona masih memaksaLamine Yamalbermain, termasuk di El Clasico. Apa daya, performanya dinilai tidak 100 persen.  DilaporkanSport, pihak klub menyarankan agarLamine Yamalnaik ke meja operasi. Pemain berusia 18 tahun itu menolaknya. Yamal memutuskan untuk tetap menjalani perawatan konservatif setelah berkonsultasi dengan dokter eksternal. Namun, jika cederanya berlanjut, dirinya mungkin berubah pikiran dan menjalani operasi.  Eks dokter medis Barcelona, Jordi Ardevol memperingatkan Blaugrana akan cedera tersebut pada Lamine Yamal. ""Prioritas Yamal sekarang adalah istirahat dan fisioterapi. Jika Anda berhenti tepat waktu, dalam tiga atau empat minggu Anda bisa pulih, cederanya tidak akan sembuh dalam seminggu. Cederanya harus benar-benar sembuh,"" jelasnya. ""Istirahat sekarang adalah cara terbaik untuk menghindari masalah kronis di masa mendatang. Jika kondisinya memburuk, itu dapat menyebabkan pubalgia (nyeri kronis) pada veteran, dengan perubahan degeneratif yang mempersulit pemulihan,"" paparnya.",,Detik,liga_spanyol,
Secercah Harapan buat Endrick,"Endrickmau cari klub baru,Real Madridbuka pintu buat dipinjamkan di Januari nanti.Lyonkabarnya tertarik! Endrick sudah gerah jadi cadangan, belum main semenit pun di awal musim ini. Pemain berusia 19 tahun itu butuh menit bermain demi amankan tempat di skuad Timnas Brasil buat Piala Dunia 2026 nanti.  SCROLL TO CONTINUE WITH CONTENT DilaporkanMarca,Real Madridkasih lampu hijau buatEndrickpergi. Madrid siap lepas Endrick di bursa transfer musim dingin 2026. Akan tetapi, Madrid cuma mau meminjamkan Endrick. Sang pemain nanti harus kembali ke Bernabeu.  Dikabarkan, klub asal PrancisLyontertarik meminjamEndrick.Apalagi, Lyon turut berlaga di Liga Europa. Sebelumnya, muncul kabar Endrick punya beberapa syarat bagi klub-klub peminat. Klub-klub itu harus berada di 5 Liga Top Eropa dan berkompetisi di Liga Champions atau Liga Europa. Lyon pun turut masih punya kans menembus papan atas Ligue 1. Lyon sedang mengoleksi 19 poin dari 10 laga dan duduk di peringkat kelima, minus dua poin dari PSG di puncak. Liga Prancis pun tidak asing dengan para pemain Brasil. Apa Endrick siap berkemas dan main di sana? ",,Detik,liga_spanyol,
"Dear Lamine Yamal, Kurangi 'Omon-omon'","Lamine Yamaldituding banyak omong di luar pertandingan. Bintang mudaBarcelonaitu diminta fokus saja dengan performanya di lapangan. Yamal jadi sorotan sepakbola dunia berkat performa moncernya di klub dan tim nasional. Pemain berusia 18 tahun itu dianggap sebagai salah satu pesepakbola muda paling potensial saat ini. Performa top Yamal membuatnya jadi pemain di bawah usia 20 tahun dengan nilai pasar terbesar tahun 2025. Penggawa Timnas Spanyol ini punya valuasi mencapai 350 juta euro (Rp 6,7 triliun). SCROLL TO CONTINUE WITH CONTENT  Di satu sisi, Yamal juga kerap disorot atas kelakuan nyelenehnya di luar lapangan. Belum lama ini dia bikin emosi Real Madrid karena menyebut Los Blancos sebagai 'maling dan tukang mengeluh' jelang El Clasico. 'Omon-omon' Yamal itu jadi motivasi ekstra buat Real Madrid saat mengalahkan Barcelona 2-1. Dani Carvajal cs bahkan terlibat bentrokan dengan Yamal selepas pertandingan. Kelakuan 'nakal' Yamal di luar lapangan dikomentari agen legendaris,Jorge Mendes. Pria yang pernah menangani klien sekaliber Cristiano Ronaldo ini memberi saran supaya Yamal berbicara tak dengan ucapan pedas, melainkan performa top saat bertanding. ""Dia pemuda yang sangat cerdas dan belajar setiap hari. Berbicara sedikit dan fokus pada pekerjaan adalah kuncinya,"" kata Mendes, dikutip dariFootball Espana.  ""Hal terbaik yang dilakukan Lamine adalah membiarkan permainannya di lapangan yang berbicara; ia melakukannya dengan cara yang tak tertandingi, seperti yang kita lihat dalam pertandingan melawan Brugges,"" dia menambahkan. ""Di setiap pertandingan, ia menghasilkan setidaknya satu mahakarya, sesuatu yang hanya bisa dicapai oleh seseorang yang ditakdirkan untuk menjadi pemain terbaik,"" ujarnya soal Lamine Yamal. ",,Detik,liga_spanyol,
Ronaldo: Tak Adil Tentukan GOAT dari Titel Piala Dunia,"Cristiano Ronaldotak terlalu memusingkan soalPiala Dunia.Baginya tidak adil menentukan status pemain terbaik dalam sejarah hanya karena menang Piala Dunia. Sudah banyak prestasi yang ditorehkan Ronaldo dalam 20 tahun lebih karier sepakbolanya. KaptenTimnas Portugalitu telah meraih banyak trofi bergengsi di level klub dan tim nasional. Bersama Timnas Portugal, Ronaldo sudah memenangkan titel Piala Eropa dan UEFA Nations League. Dia tercatat sebagai top skor sepakbola internasional dengan 143 gol, sementara rekening golnya apabila digabung bersama klub-klub yang dibelanya berada di angka 952. SCROLL TO CONTINUE WITH CONTENT  Piala Dunia jadi satu-satunya trofi yang belum didapatkan Ronaldo. CR7 sudah lima kali tampil di Piala Dunia, tapi pencapaian terbaiknya hanya semifinalis edisi 2006. Alhasil, tak sedikit yang menilai Ronaldo belum layak disebut pemain terbaik sepanjang masa (GOAT) karena tak pernah angkat trofi Piala Dunia. Berbeda dengan rival utamanya di dunia sepakbola,Lionel Messi, yang juara bersama Timnas Argentina tahun 2022. Piala Dunia 2026 jadi kesempatan terakhir Ronaldo untuk menjadi juara dunia. Pemain berusia 40 tahun ini mengaku tak terlalu ambisius mengejar titel juara, lantaran trofi tersebut tak akan menodai catatan emasnya di lapangan hijau.  🚨🚨🎙️| Cristiano Ronaldo on World Cup: ""You want a competition with 6 or 7 games to define if I am the best in history, you think that's fair?""""If you ask me if it's a dream to win the World Cup, no it's not a dream!""[@PiersUncensored]pic.twitter.com/LU8LVtK2eW  ""Jika Anda bertanya kepadaku, Cristiano, apakah memenangkan Piala Dunia adalah sebuah mimpi? Tidak, itu bukan mimpi,"" kata Ronaldo dalam wawancara dengan Piers Morgan, dilansir dariESPN. ""Mendefinisikan apa? Mendefinisikan apakah aku salah satu yang terbaik dalam sejarah, memenangkan satu turnamen [yang hanya terdiri dari] enam pertandingan, tujuh pertandingan. Menurut Anda itu adil?"" ujarnya. ",,Detik,liga_spanyol,
Cristiano Ronaldo Plin-plan soal Piala Dunia?,"Cristiano Ronaldodinilai plin-plan soal Piala Dunia. Pernah sebut memenangi trofi itu adalah mimpi terbesar, tapi kini sepertinya tidak lagi. Dalam wawancara dengan Piers Morgan di akun Youtube pribadi milik Cristiano Ronaldo, CR7 menjawab pertanyaan soal kariernya, rencana pensiun, sampai terdekat Piala Dunia 2026.  SCROLL TO CONTINUE WITH CONTENT Timnas Portugalselangkah lagi lolos kePiala Dunia 2026.Mereka sedang jalani Kualifikasi Zona Eropa dan butuh satu dari dua laga lagi kontra Irlandia dan Armenia pada November nanti. Titel Piala Dunia belum pernah masuk lemariCristiano Ronaldo.Akankah CR7 berambisi memenanginya di tahun depan? Sekaligus tentu, mengukuhkan gelar GOAT (Greatest of All Time)? ""Jika Anda bertanya kepadaku, Cristiano, apakah memenangkan Piala Dunia adalah sebuah mimpi? Tidak, itu bukan mimpi,"" kata Ronaldo. ""Mendefinisikan apa? Mendefinisikan apakah aku salah satu yang terbaik dalam sejarah, memenangkan satu turnamen (yang hanya terdiri dari) enam pertandingan, tujuh pertandingan. Menurut Anda itu adil?"" sambung pemain berusia 40 tahun itu.  Di Piala Dunia 2022 kemarin setelah Timnas Portugal dikalahkan Maroko di perempatfinal,Cristiano Ronaldotampak terpukul. Tangisnya pecah ketika timnya tersingkir. Ditambah, pelatih Portugal saat itu yakni Fernando Santos mencadangkan Ronaldo di beberapa laga sepanjang turnamen. CR7 pun harus mengalah dan menghangatkan bangku cadangan. Selepas Portugal tersingkir, Ronaldo menulis kata-kata sedih di sosmed pribadinya. Ronaldo ungkap, mimpi terbesarnya adalah bawa Portugal raih titel Piala Dunia. ""Memenangkan Piala Dunia untuk Portugal adalah impian terbesar dan terambisius dalam karieku. Aku berjuang untuk itu. Aku berjuang keras untuk mimpi itu. Dalam lima edisi Piala Dunia yang aku ikuti selama 16 tahun, selalu bersama para pemain hebat dan didukung oleh jutaan rakyat Portugal, aku memberikan segalanya. Aku memberikan segalanya di lapangan. Aku tidak pernah takut berjuang dan tidak pernah menyerah untuk mimpi itu,"" tulisnya.  Ronaldo sudah persembahkan titel juara Piala Eropa dan dua kali menangi UEFA Nations League buatTimnas Portugal.AkankahPiala Dunia 2026nanti jadi panggung terakhirnya bersama A Selecao? Atas perkataan terbaru Ronaldo, dirinya dicap plin-plan oleh banyak penggemar sepakbola. Duh... ",,Detik,liga_spanyol,
Firmino dan Real Madrid yang Tidak Berjodoh,"Roberto Firminomengaku sempat dua kali ditawari gabung keReal Madrid.Karena tidak dijadikan pilihan utama, Firmino pun menolaknya. Dalam wawancara denganTNT Sports Brasil,Roberto Firmino mengaku tawaran pertama datang di tahun 2023. Itu setelah kontraknya habis dengan Liverpool. Tawaran kedua datang di tahun 2025 ini. Namun karena tidak berjodoh, sang striker pun tidak merumput di Bernabeu. SCROLL TO CONTINUE WITH CONTENT  ""Ada minat dari Real Madrid di tahun 2023 setelah kontrak saya habis dengan Liverpool dan di tahun 2025 baru-baru ini,"" bukaRoberto Firmino. ""Tahun 2023, tawarannya lebih konkrit. Namun sayangnya ada beberapa faktor, seperti misalnya saya bukan pilihan utama atau kedua jadi harus menunggu. Bukannya saya tidak sabar, tapi saya harus menunggu,"" sambungnya. ""Lalu tawaran dari Al Ahli datang. Saya berdoa dan memutuskan untuk dapatkan yang terbaik, jadi saya pergi ke Arab Saudi,"" tambahnya.  Real Madridsempat cari sosok penyerang tengah selepas Karim Benzema pergi. Sempat ada Joselu lalu kini ada Kylian Mbappe. Meski nama terakhir, notabenenya merupakan penyerang sayap. Roberto Firminomenangkan titel Liga Champions Asia bersama Al Ahli. Di musim panas 2025, pemain berusia 34 tahun itu direkrut klub Qatar, Al Sadd. Sebelumnya, Firmino sukses di Liverpool pada periode 2012-2023. ""Tentu saja, Real Madrid adalah klub besar. Akan menjadi suatu kehormatan yang luar biasa jika bisa bermain di sana,"" tutup Firmino yang sedikit menyesali gagal berseragam Los Blancos.",,Detik,liga_spanyol,
Piala Dunia U-17 2025: Indonesia Rapuh Banget di Babak Pertama,"Timnas Indonesiasudah kebobolan banyak gol diPiala Dunia U-17 2025. Garuda Muda rapuh banget saat paruh pertama laga. Dalam dua pertandingan, Indonesia kebobolan tujuh gol. Pada pertandingan pertama, Indonesia kalah 1-3 dari Zambia, lalu digilas oleh Brasil 0-4. Indonesia rapuh banget saat babak pertama. Gawang tim asuhan Nova Arianto itu kebobolan sebanyak enam kali. SCROLL TO CONTINUE WITH CONTENT  Rinciannya, Indonesia kebobolan dalam rentang menit ke-1 sampai ke-15 sebanyak sekali. Paling banyak, Indonesia kebobolan pada rentang menit ke-31 sampai ke-45 dengan torehan lima gol. Satu gol masuk ke gawangIndonesiapada menit ke-61 sampai menit ke-75. Indonesia bersih dari kebobolan pada menit ke-16 sampai menit ke-30, menit ke-46 sampai menit ke-60, dan menit ke-76 sampai menit ke-90. Indonesia bisa mencetak satu gol di Piala Dunia U-17 2025. Zahaby Gholy pencetak golnya, yang dikemas saat pertandingan melawan Zambia. Rincian gol ke gawang Indonesia di Piala Dunia U-17 2025 bisa dilihat di bawah ini.  Jumlah Gol: 7Babak I: 6Babak II: 1Menit Gol 1-15: 1Menit Gol 16-30: 0Menit Gol 31-45: 5Menit Gol 46-60: 0Menit Gol 61-75: 1Menit Gol 76-90: 0  ",,Detik,liga_spanyol,
Vinicius Minta Maaf,"PenyerangReal MadridVinicius Juniormeminta maaf usai marah-marah karena ditarik keluar dalam laga melawanBarcelonaakhir pekan lalu. Ia mengaku lepas kontrol. ""Hari ini saya meminta maaf kepada seluruh fan Madrid atas reaksi saya ketika diganti dalam laga El Clasico,"" tulis Vini di media sosial pada Rabu (29/10/2025).""Seperti yang saya lakukan di sesi latihan hari ini, saya juga ingin meminta maaf kepada rekan setim, klub, dan presiden. Terkadang gairah saya terlalu menguasai diri. Sifat kompetitif saya berasal dari rasa cinta saya pada klub ini dan segala hal yang diwakilinya.""  SCROLL TO CONTINUE WITH CONTENT ""Saya berjanji akan terus berjuang setiap saat demi kebaikan Real Madrid, seperti yang sudah saya lakukan sejak hari pertama,"" jelas pemain asal Brasil itu. Vinicius diganti oleh Rodrygo di menit ke-72 dalam laga di Santiago Bernabeu, Minggu (26/10) kemarin. Itu menjadi ketujuh kalinya ia diganti dalam 10 laga menjadi starter. Ia meluapkan kekesalannya saat ditarik keluar. Kalimat ""selalu aku"" keluar dari mulutnya, dan ia sempat pergi menuju ruang ganti ketika laga belum usai, namun kemudian kembali ke pinggir lapangan. Madrid menang 2-1 di laga tersebut.  Musim ini, Vinicius telah menyumbang lima gol dan empat asis dalam 10 penampilan di Liga Spanyol. Namun laporan di Spanyol menyebut hubungannya dengan pelatih Xabi Alonso tak berjalan mulus. Situasi kontraknya juga rumit. Ia akan habis kontrak pada Juni 2027, namun hingga kini kesepakatan baru belum tercapai. Madrid dikabarkan belum bersedia memenuhi proposal gaji dan bonus yang diminta oleh Vinicius.",,Detik,liga_spanyol,
"Mbappe Terima Sepatu Emas Eropa, Pengin Lama di Madrid","SuperstarReal MadridKylian Mbappebaru saja menerima trofi Sepatu Emas Eropa 2024/2025. Mbappe mengungkapkan hasratnya ingin selama mungkin memperkuat Madrid. Gelar tersebut didapatkan Mbappe setelah membukukan 31 gol di LaLiga musim lalu, musim pertamanya berkostum Los Blancos. Penyerant top Prancis itu mengumpulkan 62 poin, mengungguli Viktor Gyokeres (Sporting CP) yang memperoleh 58,5 poin, dan Mohamed Salah (Liverpool) dengan 58 poin.  SCROLL TO CONTINUE WITH CONTENT Sepatu Emas Eropa tersebut bisa dibilang jadi pelipur lara bagiKylian Mbappe. Pasalnya, Madrid nirgelar di musim lalu setelah finis runner-up di LaLiga dan Copa del Rey, serta terdepak di Liga Champions. ""Sebuah kegembiraan bagiku bisa memenangi Sepatu Emas,"" ungkap dia dalam seremoni di Santiago Bernabeu pada Jumat (31/10/2025). ""Ini adalah saat yang penting buatku, ini kali pertama aku memenangi penghargaan ini. ""Penghargaan yang sangat berarti bagiku sebagai seorang penyerang. Kuharap kami akan memenangi gelar penting di musim ini, itulah yang terpenting, memenangi gelar kolektif.""  ""Kuharap aku bisa berada di sini selama mungkin dan memenangi penghargaan semacam ini berkali-kali,"" imbuh Mbappe dilansirESPN. Kylian Mbappemasih terikat kontrak denganReal Madridsampai 2029. Pemain berusia 26 tahun itu memulai musim ini dengan cemerlang usai membukukan 11 gol di LaLiga, atau 16 gol dalam 13 pertandingan secara keseluruhan.",,Detik,liga_spanyol,
Barcelona Vs Elche: Blaugrana Menang 3-1,"BarcelonamenjamuElchedalam lanjutan LaLiga. Blaugrana menuntaskan laga dengan kemenangan. Barcelona vs Elche berlangsung di Stadion Olimpiade Lluís Companys, Senin (3/11/2025) dini hari WIB. Pasukan Hansi Flick menang 3-1. Gol-gol Barca dicetak oleh Lamine Yamal, Ferran Torres, dan Marcus Rashford. Elche cuma mencetak gol lewat Rafa Mir. SCROLL TO CONTINUE WITH CONTENT Barca saat ini ada di posisi kedua dengan 25 poin. Los Cules tertinggal lima angka dari Real Madrid yang ada di puncak klasemen.  Jalannya Pertandingan Barca sudah memimpin 1-0 di menit kesembilan. Lamine Yama membobol gawang Elche lewat tembakannya di dalam kotak penalti. Tiga menit berselang, Barca memperbesar keunggulan menjadi 2-0. Kali ini gol dicetak oleh Ferran Torres. Elche bisa memperkecil ketertinggalan menjadi 1-2 di menit ke-42 melalui Rafa Mir. skor tersebut bertahan sampai turun minum. Rafa Mir hampir menyamakan skor di babak kedua atau tepatnya pada menit ke-54. Dia melepaskan tembakan dari dalam kotak penalti, namun bola mengenai tiang. Barcelona memperbesar keunggulan menjadi 3-1 di menit ke-61. Marcus Rashford membobol gawang Elche lewat tembakan kerasnya yang gagal dibendung kiper Inaki Pena. Tak ada gol tambahan tercipta di sisa waktu. Barca pun kembali menang setelah pada akhir pekan lalu dikalahkan Real Madrid. Susunan Pemain: Barcelona: Szczesny; Kounde, Araujo, Eric Garcia, Balde; Casado, De Jong, Fermín Lopez; Lamine Yamal, Rashford, Ferran Torres. Elche: Inaki Pena; Alvaro Nunez, Affengruber, Bigas, Pedrosa; Martim Neto, Febas, Marc Aguado, Germán Valera, Rafa Mir, Andre Silva.",,Detik,liga_spanyol,
Trent Ungkap Peran 'Agen' Bellingham dalam Kepindahannya ke Madrid,"Trent Alexander-Arnoldmengungkap ada peranJude Bellinghamdalam kepindahannya keReal Madrid. Puja-puji Bellingham soal Madrid menarik hati Trent. Trent gabung Madrid pada musim panas lalu dengan kontrak enam tahun. Ia pindah ke Spanyol setelah kontraknya diLiverpoolberakhir. Trent menyusul Bellingham yang sudah jadi pemain Los Blancos sejak musim panas 2023. Trent pun mengakui kompatriotnya itu turut berperan dalam keputusannya untuk pindah ke Madrid. SCROLL TO CONTINUE WITH CONTENT Trent menyebut cerita Bellingham soal Madrid sukses meyakinkannya. Pemain berusia 27 tahun itu mengaku butuh tantangan baru usai di Liverpool sejak masuk akademi.  ""Ada banyak spekulasi, soal 'agen Jude',"" ujar Trent kepada Prime Video Sport. ""Waktu itu musim pertamanya (di Real), kami bertemu di timnas Inggris dan semua orang kepengin tahu seperti apa di balik layarnya."" ""Dia bilang luar biasa dan belum pernah melihat yang seperti itu. Dorongan dari seluruh klub, untuk juara dan ekspektasi untuk juara."" ""Dia menyanjung tinggi klub, dan saya sudah memutuskan di akhir hari, saya butuh perubahan untuk diri saya. Saya menginginkan tantangan baru di dalam dan luar lapangan,"" katanya.  ",,Detik,liga_spanyol,
